"year","firm_id","y_d","treatment_effect","e","year_fe","firms_fe","te_coeff","treat","time_til","treat_date","group","town"
2006,608,18.1189952010925,0,1.13960033010423,5.5,1.47939487098826,9,FALSE,-3,2009,3,25
2007,608,17.6649781090064,0,0.18558323801814,6,1.47939487098826,9,FALSE,-2,2009,3,25
2008,608,17.7633612579057,0,-0.216033613082557,6.5,1.47939487098826,9,FALSE,-1,2009,3,25
2009,608,26.5548741531094,9,-0.92452071787888,7,1.47939487098826,9,TRUE,0,2009,3,25
2010,608,37.4449390666264,18,0.46554419563812,7.5,1.47939487098826,9,TRUE,1,2009,3,25
2011,608,46.0359673350992,27,-0.443427535889021,8,1.47939487098826,9,TRUE,2,2009,3,25
2012,608,55.9710867894128,36,-0.00830808157549341,8.5,1.47939487098826,9,TRUE,3,2009,3,25
2013,608,65.1179724419987,45,-0.361422428989578,9,1.47939487098826,9,TRUE,4,2009,3,25
2014,608,74.7302693945458,54,-0.249125476442465,9.5,1.47939487098826,9,TRUE,5,2009,3,25
2015,608,84.7482102153583,63,0.268815344370045,10,1.47939487098826,9,TRUE,6,2009,3,25
2016,608,93.9674752976909,72,-0.011919573297346,10.5,1.47939487098826,9,TRUE,7,2009,3,25
2017,608,103.668376026981,81,0.188981155992508,11,1.47939487098826,9,TRUE,8,2009,3,25
2018,608,113.455679377036,90,0.476284506048011,11.5,1.47939487098826,9,TRUE,9,2009,3,25
2019,608,122.683601385453,99,0.20420651446451,12,1.47939487098826,9,TRUE,10,2009,3,25
2020,608,132.142724614713,108,0.163329743724938,12.5,1.47939487098826,9,TRUE,11,2009,3,25
2021,608,141.476169955414,117,-0.00322491557459915,13,1.47939487098826,9,TRUE,12,2009,3,25
2022,608,149.55181265477,126,-1.4275822162185,13.5,1.47939487098826,9,TRUE,13,2009,3,25
2023,608,159.527254971715,135,-0.952139899272907,14,1.47939487098826,9,TRUE,14,2009,3,25
2024,608,169.274298850224,144,-0.705096020764758,14.5,1.47939487098826,9,TRUE,15,2009,3,25
1995,609,8.93881614060697,0,0.0862155816068064,0,-1.14739944099984,9,FALSE,-14,2009,3,25
1996,609,9.07306205990796,0,-0.279538499092198,0.5,-1.14739944099984,9,FALSE,-13,2009,3,25
1997,609,9.58372358466996,0,-0.268876974330196,1,-1.14739944099984,9,FALSE,-12,2009,3,25
1998,609,10.423091635063,0,0.0704910760628129,1.5,-1.14739944099984,9,FALSE,-11,2009,3,25
1999,609,11.0593628084111,0,0.206762249410903,2,-1.14739944099984,9,FALSE,-10,2009,3,25
2000,609,10.3961356475038,0,-0.956464911496334,2.5,-1.14739944099984,9,FALSE,-9,2009,3,25
2001,609,12.3139002266169,0,0.461299667616712,3,-1.14739944099984,9,FALSE,-8,2009,3,25
2002,609,12.515854304553,0,0.163253745552868,3.5,-1.14739944099984,9,FALSE,-7,2009,3,25
2003,609,13.1482958424471,0,0.29569528344691,4,-1.14739944099984,9,FALSE,-6,2009,3,25
2004,609,13.6282669511057,0,0.275666392105506,4.5,-1.14739944099984,9,FALSE,-5,2009,3,25
2005,609,14.4833422088492,0,0.630741649849032,5,-1.14739944099984,9,FALSE,-4,2009,3,25
2006,609,14.8547157815812,0,0.502115222581078,5.5,-1.14739944099984,9,FALSE,-3,2009,3,25
2007,609,15.4350917546693,0,0.582491195669124,6,-1.14739944099984,9,FALSE,-2,2009,3,25
2008,609,15.9441762882646,0,0.591575729264438,6.5,-1.14739944099984,9,FALSE,-1,2009,3,25
2009,609,25.5372760063323,9,0.684675447332147,7,-1.14739944099984,9,TRUE,0,2009,3,25
2010,609,34.6287095169197,18,0.276108957919583,7.5,-1.14739944099984,9,TRUE,1,2009,3,25
2011,609,44.3295033007775,27,0.476902741777351,8,-1.14739944099984,9,TRUE,2,2009,3,25
2012,609,52.5136374856097,36,-0.838963073390429,8.5,-1.14739944099984,9,TRUE,3,2009,3,25
2013,609,62.9492692357072,45,0.0966686767070803,9,-1.14739944099984,9,TRUE,4,2009,3,25
2014,609,72.7265917634751,54,0.373991204474983,9.5,-1.14739944099984,9,TRUE,5,2009,3,25
2015,609,81.5931891720014,63,-0.259411386998732,10,-1.14739944099984,9,TRUE,6,2009,3,25
2016,609,91.5200299337978,72,0.16742937479768,10.5,-1.14739944099984,9,TRUE,7,2009,3,25
2017,609,101.157906060033,81,0.305305501033132,11,-1.14739944099984,9,TRUE,8,2009,3,25
2018,609,111.116390615939,90,0.763790056939308,11.5,-1.14739944099984,9,TRUE,9,2009,3,25
2019,609,120.111155496673,99,0.258554937672749,12,-1.14739944099984,9,TRUE,10,2009,3,25
2020,609,129.557654646334,108,0.205054087333658,12.5,-1.14739944099984,9,TRUE,11,2009,3,25
2021,609,139.103551245949,117,0.250950686948453,13,-1.14739944099984,9,TRUE,12,2009,3,25
2022,609,148.389423910759,126,0.036823351759214,13.5,-1.14739944099984,9,TRUE,13,2009,3,25
2023,609,157.012476852513,135,-0.840123706487585,14,-1.14739944099984,9,TRUE,14,2009,3,25
2024,609,167.095719998758,144,-0.256880560242459,14.5,-1.14739944099984,9,TRUE,15,2009,3,25
1995,610,11.1414019939546,0,0.129747617440646,0,1.011654376514,9,FALSE,-14,2009,3,25
1996,610,10.8332022960121,0,-0.678452080501887,0.5,1.011654376514,9,FALSE,-13,2009,3,25
1997,610,11.5376437097172,0,-0.474010666796761,1,1.011654376514,9,FALSE,-12,2009,3,25
1998,610,12.4762395043394,0,-0.0354148721745947,1.5,1.011654376514,9,FALSE,-11,2009,3,25
1999,610,12.3817136556807,0,-0.629940720833265,2,1.011654376514,9,FALSE,-10,2009,3,25
2000,610,13.2205608510212,0,-0.291093525492808,2.5,1.011654376514,9,FALSE,-9,2009,3,25
2001,610,13.8447156067605,0,-0.166938769753528,3,1.011654376514,9,FALSE,-8,2009,3,25
2002,610,14.1922850154561,0,-0.319369361057934,3.5,1.011654376514,9,FALSE,-7,2009,3,25
2003,610,14.2454218001356,0,-0.766232576378391,4,1.011654376514,9,FALSE,-6,2009,3,25
2004,610,16.1531441416615,0,0.641489765147512,4.5,1.011654376514,9,FALSE,-5,2009,3,25
2005,610,16.2656397294736,0,0.253985352959596,5,1.011654376514,9,FALSE,-4,2009,3,25
2006,610,17.0262309926319,0,0.514576616117867,5.5,1.011654376514,9,FALSE,-3,2009,3,25
2007,610,17.111737654462,0,0.100083277948022,6,1.011654376514,9,FALSE,-2,2009,3,25
2008,610,17.6785354548458,0,0.166881078331816,6.5,1.011654376514,9,FALSE,-1,2009,3,25
2009,610,27.1823952599274,9,0.170740883413375,7,1.011654376514,9,TRUE,0,2009,3,25
2010,610,36.0698759288967,18,-0.441778447617328,7.5,1.011654376514,9,TRUE,1,2009,3,25
2011,610,46.8317267445918,27,0.820072368077766,8,1.011654376514,9,TRUE,2,2009,3,25
2012,610,54.8780169476902,36,-0.633637428823796,8.5,1.011654376514,9,TRUE,3,2009,3,25
2013,610,64.5402619185164,45,-0.471392457997621,9,1.011654376514,9,TRUE,4,2009,3,25
2014,610,74.1671425036386,54,-0.344511872875364,9.5,1.011654376514,9,TRUE,5,2009,3,25
2015,610,84.6873213540487,63,0.675666977534731,10,1.011654376514,9,TRUE,6,2009,3,25
2016,610,93.7166504948045,72,0.204996118290524,10.5,1.011654376514,9,TRUE,7,2009,3,25
2017,610,103.291729606329,81,0.280075229815292,11,1.011654376514,9,TRUE,8,2009,3,25
2018,610,112.877141905258,90,0.365487528743869,11.5,1.011654376514,9,TRUE,9,2009,3,25
2019,610,121.70302602089,99,-0.308628355623684,12,1.011654376514,9,TRUE,10,2009,3,25
2020,610,131.680458370816,108,0.168803994302192,12.5,1.011654376514,9,TRUE,11,2009,3,25
2021,610,140.005422709016,117,-1.00623166749798,13,1.011654376514,9,TRUE,12,2009,3,25
2022,610,150.454112178358,126,-0.0575421981557657,13.5,1.011654376514,9,TRUE,13,2009,3,25
2023,610,159.668715774415,135,-0.342938602099084,14,1.011654376514,9,TRUE,14,2009,3,25
2024,610,169.294820819595,144,-0.216833556918766,14.5,1.011654376514,9,TRUE,15,2009,3,25
1995,611,9.52613892923779,0,0.15820812421267,0,-0.632069194974882,9,FALSE,-14,2009,3,25
1996,611,10.4647598846677,0,0.596829079642599,0.5,-0.632069194974882,9,FALSE,-13,2009,3,25
1997,611,11.1018911201199,0,0.733960315094733,1,-0.632069194974882,9,FALSE,-12,2009,3,25
1998,611,11.5843929087339,0,0.716462103708755,1.5,-0.632069194974882,9,FALSE,-11,2009,3,25
1999,611,10.7444128926839,0,-0.623517912341206,2,-0.632069194974882,9,FALSE,-10,2009,3,25
2000,611,11.7170705620776,0,-0.150860242947541,2.5,-0.632069194974882,9,FALSE,-9,2009,3,25
2001,611,11.7215952124028,0,-0.64633559262227,3,-0.632069194974882,9,FALSE,-8,2009,3,25
2002,611,13.1390803078592,0,0.271149502834097,3.5,-0.632069194974882,9,FALSE,-7,2009,3,25
2003,611,12.594344712446,0,-0.773586092579119,4,-0.632069194974882,9,FALSE,-6,2009,3,25
2004,611,14.1778996826477,0,0.309968877622536,4.5,-0.632069194974882,9,FALSE,-5,2009,3,25
2005,611,14.5494992501432,0,0.18156844511809,5,-0.632069194974882,9,FALSE,-4,2009,3,25
2006,611,14.9895468853246,0,0.121616080299457,5.5,-0.632069194974882,9,FALSE,-3,2009,3,25
2007,611,14.6836670667823,0,-0.684263738242838,6,-0.632069194974882,9,FALSE,-2,2009,3,25
2008,611,16.0668992750873,0,0.198968470062132,6.5,-0.632069194974882,9,FALSE,-1,2009,3,25
2009,611,26.718931295861,9,1.35100049083587,7,-0.632069194974882,9,TRUE,0,2009,3,25
2010,611,35.9404090583443,18,1.07247825331914,7.5,-0.632069194974882,9,TRUE,1,2009,3,25
2011,611,44.9771029651863,27,0.60917216016123,8,-0.632069194974882,9,TRUE,2,2009,3,25
2012,611,53.7303959736851,36,-0.137534831340018,8.5,-0.632069194974882,9,TRUE,3,2009,3,25
2013,611,63.3814467044469,45,0.0135158994218191,9,-0.632069194974882,9,TRUE,4,2009,3,25
2014,611,72.4094722630704,54,-0.458458541954676,9.5,-0.632069194974882,9,TRUE,5,2009,3,25
2015,611,82.3368112320019,63,-0.031119573023253,10,-0.632069194974882,9,TRUE,6,2009,3,25
2016,611,91.9186867899872,72,0.0507559849620632,10.5,-0.632069194974882,9,TRUE,7,2009,3,25
2017,611,101.552022262926,81,0.18409145790044,11,-0.632069194974882,9,TRUE,8,2009,3,25
2018,611,110.910196565421,90,0.0422657603956574,11.5,-0.632069194974882,9,TRUE,9,2009,3,25
2019,611,120.063023073136,99,-0.304907731889098,12,-0.632069194974882,9,TRUE,10,2009,3,25
2020,611,129.488573666222,108,-0.379357138802612,12.5,-0.632069194974882,9,TRUE,11,2009,3,25
2021,611,139.129886660721,117,-0.238044144304191,13,-0.632069194974882,9,TRUE,12,2009,3,25
2022,611,149.270265774294,126,0.4023349692692,13.5,-0.632069194974882,9,TRUE,13,2009,3,25
2023,611,159.195396185339,135,0.827465380313911,14,-0.632069194974882,9,TRUE,14,2009,3,25
2024,611,168.157174726111,144,0.289243921085556,14.5,-0.632069194974882,9,TRUE,15,2009,3,25
1995,612,9.59054580828834,0,-0.541815511230752,0,0.13236131951909,9,FALSE,-14,2009,3,25
1996,612,10.0531926546263,0,-0.579168664892831,0.5,0.13236131951909,9,FALSE,-13,2009,3,25
1997,612,10.9084247483225,0,-0.22393657119659,1,0.13236131951909,9,FALSE,-12,2009,3,25
1998,612,11.5520886732405,0,-0.0802726462786005,1.5,0.13236131951909,9,FALSE,-11,2009,3,25
1999,612,12.7452578910692,0,0.612896571550092,2,0.13236131951909,9,FALSE,-10,2009,3,25
2000,612,12.7280020683061,0,0.095640748786968,2.5,0.13236131951909,9,FALSE,-9,2009,3,25
2001,612,12.7554009635533,0,-0.376960355965786,3,0.13236131951909,9,FALSE,-8,2009,3,25
2002,612,12.9302474668397,0,-0.702113852679406,3.5,0.13236131951909,9,FALSE,-7,2009,3,25
2003,612,14.072672826078,0,-0.0596884934410481,4,0.13236131951909,9,FALSE,-6,2009,3,25
2004,612,15.1778650189614,0,0.545503699442301,4.5,0.13236131951909,9,FALSE,-5,2009,3,25
2005,612,16.1553895438387,0,1.02302822431965,5,0.13236131951909,9,FALSE,-4,2009,3,25
2006,612,15.1460849196286,0,-0.48627639989048,5.5,0.13236131951909,9,FALSE,-3,2009,3,25
2007,612,16.3391060443964,0,0.206744724877319,6,0.13236131951909,9,FALSE,-2,2009,3,25
2008,612,15.7719304496064,0,-0.860430869912693,6.5,0.13236131951909,9,FALSE,-1,2009,3,25
2009,612,25.3619556071262,9,-0.770405712392926,7,0.13236131951909,9,TRUE,0,2009,3,25
2010,612,36.1275319545204,18,0.49517063500134,7.5,0.13236131951909,9,TRUE,1,2009,3,25
2011,612,44.7267367932113,27,-0.405624526307828,8,0.13236131951909,9,TRUE,2,2009,3,25
2012,612,54.8562805799247,36,0.223919260405643,8.5,0.13236131951909,9,TRUE,3,2009,3,25
2013,612,64.1053526057584,45,-0.0270087137607274,9,0.13236131951909,9,TRUE,4,2009,3,25
2014,612,74.0727150636373,54,0.440353744118212,9.5,0.13236131951909,9,TRUE,5,2009,3,25
2015,612,83.8861187035428,63,0.753757384023705,10,0.13236131951909,9,TRUE,6,2009,3,25
2016,612,92.7330984712678,72,0.100737151748671,10.5,0.13236131951909,9,TRUE,7,2009,3,25
2017,612,101.856068681474,81,-0.276292638044662,11,0.13236131951909,9,TRUE,8,2009,3,25
2018,612,110.756711797389,90,-0.875649522129719,11.5,0.13236131951909,9,TRUE,9,2009,3,25
2019,612,121.534033414764,99,0.401672095245021,12,0.13236131951909,9,TRUE,10,2009,3,25
2020,612,130.901440240587,108,0.269078921068275,12.5,0.13236131951909,9,TRUE,11,2009,3,25
2021,612,140.173242980747,117,0.0408816612276747,13,0.13236131951909,9,TRUE,12,2009,3,25
2022,612,150.182009554431,126,0.549648234912411,13.5,0.13236131951909,9,TRUE,13,2009,3,25
2023,612,159.236991287466,135,0.104629967946888,14,0.13236131951909,9,TRUE,14,2009,3,25
2024,612,168.640137150554,144,0.00777583103467736,14.5,0.13236131951909,9,TRUE,15,2009,3,25
1995,613,10.1907083422293,0,-0.290217722496018,0,0.480926064725324,9,FALSE,-14,2009,3,25
1996,613,11.3961481320267,0,0.415222067301413,0.5,0.480926064725324,9,FALSE,-13,2009,3,25
1997,613,11.0888235695356,0,-0.392102495189772,1,0.480926064725324,9,FALSE,-12,2009,3,25
1998,613,12.0857635559448,0,0.104837491219476,1.5,0.480926064725324,9,FALSE,-11,2009,3,25
1999,613,12.867455074096,0,0.386529009370667,2,0.480926064725324,9,FALSE,-10,2009,3,25
2000,613,12.4887987887962,0,-0.492127275929157,2.5,0.480926064725324,9,FALSE,-9,2009,3,25
2001,613,13.7609279419801,0,0.280001877254741,3,0.480926064725324,9,FALSE,-8,2009,3,25
2002,613,14.0683403111506,0,0.0874142464252692,3.5,0.480926064725324,9,FALSE,-7,2009,3,25
2003,613,14.7139542424404,0,0.233028177715105,4,0.480926064725324,9,FALSE,-6,2009,3,25
2004,613,14.7195322052404,0,-0.261393859484936,4.5,0.480926064725324,9,FALSE,-5,2009,3,25
2005,613,15.7581345811587,0,0.27720851643337,5,0.480926064725324,9,FALSE,-4,2009,3,25
2006,613,14.8313109112722,0,-1.14961515345316,5.5,0.480926064725324,9,FALSE,-3,2009,3,25
2007,613,16.2795515238721,0,-0.20137454085321,6,0.480926064725324,9,FALSE,-2,2009,3,25
2008,613,16.4645259859195,0,-0.516400078805862,6.5,0.480926064725324,9,FALSE,-1,2009,3,25
2009,613,26.5131567475909,9,0.0322306828655726,7,0.480926064725324,9,TRUE,0,2009,3,25
2010,613,36.675630494177,18,0.694704429451708,7.5,0.480926064725324,9,TRUE,1,2009,3,25
2011,613,44.7686655394432,27,-0.712260525282164,8,0.480926064725324,9,TRUE,2,2009,3,25
2012,613,54.869942141257,36,-0.11098392346834,8.5,0.480926064725324,9,TRUE,3,2009,3,25
2013,613,63.8998580201224,45,-0.581068044602966,9,0.480926064725324,9,TRUE,4,2009,3,25
2014,613,74.4105614685483,54,0.429635403822938,9.5,0.480926064725324,9,TRUE,5,2009,3,25
2015,613,82.9394943238991,63,-0.541431740826242,10,0.480926064725324,9,TRUE,6,2009,3,25
2016,613,93.9221318923086,72,0.941205827583317,10.5,0.480926064725324,9,TRUE,7,2009,3,25
2017,613,102.419873566346,81,-0.0610524983796017,11,0.480926064725324,9,TRUE,8,2009,3,25
2018,613,112.239431016398,90,0.258504951672442,11.5,0.480926064725324,9,TRUE,9,2009,3,25
2019,613,121.731968936804,99,0.25104287207845,12,0.480926064725324,9,TRUE,10,2009,3,25
2020,613,130.064948592549,108,-0.915977472176079,12.5,0.480926064725324,9,TRUE,11,2009,3,25
2021,613,140.562246434689,117,0.0813203699639641,13,0.480926064725324,9,TRUE,12,2009,3,25
2022,613,149.700097289295,126,-0.280828775430075,13.5,0.480926064725324,9,TRUE,13,2009,3,25
2023,613,159.196453791959,135,-0.28447227276642,14,0.480926064725324,9,TRUE,14,2009,3,25
2024,613,168.857245274903,144,-0.123680789822421,14.5,0.480926064725324,9,TRUE,15,2009,3,25
1995,614,10.2071201903545,0,0.0739425627698462,0,0.133177627584607,9,FALSE,-14,2009,3,25
1996,614,11.176271222578,0,0.543093594993394,0.5,0.133177627584607,9,FALSE,-13,2009,3,25
1997,614,11.1096635890165,0,-0.0235140385681559,1,0.133177627584607,9,FALSE,-12,2009,3,25
1998,614,12.4765945800235,0,0.843416952438907,1.5,0.133177627584607,9,FALSE,-11,2009,3,25
1999,614,12.6400985844601,0,0.50692095687546,2,0.133177627584607,9,FALSE,-10,2009,3,25
2000,614,12.255052484903,0,-0.378125142681655,2.5,0.133177627584607,9,FALSE,-9,2009,3,25
2001,614,11.7246362965074,0,-1.40854133107723,3,0.133177627584607,9,FALSE,-8,2009,3,25
2002,614,13.3639984146178,0,-0.269179212966808,3.5,0.133177627584607,9,FALSE,-7,2009,3,25
2003,614,14.3534401666524,0,0.220262539067828,4,0.133177627584607,9,FALSE,-6,2009,3,25
2004,614,15.1380273248205,0,0.504849697235878,4.5,0.133177627584607,9,FALSE,-5,2009,3,25
2005,614,15.6955520755255,0,0.562374447940879,5,0.133177627584607,9,FALSE,-4,2009,3,25
2006,614,15.7623704707464,0,0.129192843161797,5.5,0.133177627584607,9,FALSE,-3,2009,3,25
2007,614,15.6630151751886,0,-0.470162452396006,6,0.133177627584607,9,FALSE,-2,2009,3,25
2008,614,15.9528551123225,0,-0.680322515262059,6.5,0.133177627584607,9,FALSE,-1,2009,3,25
2009,614,25.9057966606524,9,-0.227380966932227,7,0.133177627584607,9,TRUE,0,2009,3,25
2010,614,35.0788606550305,18,-0.554316972554107,7.5,0.133177627584607,9,TRUE,1,2009,3,25
2011,614,45.8505860823716,27,0.717408454786992,8,0.133177627584607,9,TRUE,2,2009,3,25
2012,614,54.026686337641,36,-0.606491289943579,8.5,0.133177627584607,9,TRUE,3,2009,3,25
2013,614,63.8142215796211,45,-0.318956047963495,9,0.133177627584607,9,TRUE,4,2009,3,25
2014,614,73.5165637607061,54,-0.116613866878479,9.5,0.133177627584607,9,TRUE,5,2009,3,25
2015,614,82.5010433326076,63,-0.63213429497705,10,0.133177627584607,9,TRUE,6,2009,3,25
2016,614,91.4476627053023,72,-1.18551492228229,10.5,0.133177627584607,9,TRUE,7,2009,3,25
2017,614,102.129039953096,81,-0.00413767448817658,11,0.133177627584607,9,TRUE,8,2009,3,25
2018,614,111.148617778318,90,-0.484559849266225,11.5,0.133177627584607,9,TRUE,9,2009,3,25
2019,614,121.442797681591,99,0.309620054006392,12,0.133177627584607,9,TRUE,10,2009,3,25
2020,614,129.539486531239,108,-1.09369109634597,12.5,0.133177627584607,9,TRUE,11,2009,3,25
2021,614,140.03695770501,117,-0.0962199225741936,13,0.133177627584607,9,TRUE,12,2009,3,25
2022,614,150.012944566269,126,0.379766938684241,13.5,0.133177627584607,9,TRUE,13,2009,3,25
2023,614,159.160511577279,135,0.0273339496947744,14,0.133177627584607,9,TRUE,14,2009,3,25
2024,614,168.464985104093,144,-0.168192523491359,14.5,0.133177627584607,9,TRUE,15,2009,3,25
1995,615,8.4651811369401,0,-0.0719544007317026,0,-1.46286446232819,9,FALSE,-14,2009,3,25
1996,615,9.89311758272917,0,0.85598204505736,0.5,-1.46286446232819,9,FALSE,-13,2009,3,25
1997,615,9.87876224323779,0,0.341626705565988,1,-1.46286446232819,9,FALSE,-12,2009,3,25
1998,615,9.29087053944836,0,-0.746264998223449,1.5,-1.46286446232819,9,FALSE,-11,2009,3,25
1999,615,10.9698555895445,0,0.432720051872741,2,-1.46286446232819,9,FALSE,-10,2009,3,25
2000,615,11.0316601306925,0,-0.00547540697928934,2.5,-1.46286446232819,9,FALSE,-9,2009,3,25
2001,615,11.5428785408277,0,0.00574300315588848,3,-1.46286446232819,9,FALSE,-8,2009,3,25
2002,615,11.3068265652335,0,-0.730308972438353,3.5,-1.46286446232819,9,FALSE,-7,2009,3,25
2003,615,12.4847051024397,0,-0.0524304352321443,4,-1.46286446232819,9,FALSE,-6,2009,3,25
2004,615,13.6312205942521,0,0.594085056580297,4.5,-1.46286446232819,9,FALSE,-5,2009,3,25
2005,615,13.4115061985433,0,-0.125629339128522,5,-1.46286446232819,9,FALSE,-4,2009,3,25
2006,615,13.477495666154,0,-0.559639871517789,5.5,-1.46286446232819,9,FALSE,-3,2009,3,25
2007,615,15.5678049052089,0,1.03066936753711,6,-1.46286446232819,9,FALSE,-2,2009,3,25
2008,615,13.9834757099879,0,-1.05365982768394,6.5,-1.46286446232819,9,FALSE,-1,2009,3,25
2009,615,24.2251718465635,9,-0.311963691108287,7,-1.46286446232819,9,TRUE,0,2009,3,25
2010,615,32.9763897103041,18,-1.06074582736772,7.5,-1.46286446232819,9,TRUE,1,2009,3,25
2011,615,43.7235355489672,27,0.18640001129535,8,-1.46286446232819,9,TRUE,2,2009,3,25
2012,615,53.9486753037377,36,0.911539766065845,8.5,-1.46286446232819,9,TRUE,3,2009,3,25
2013,615,62.4435014265953,45,-0.0936341110765425,9,-1.46286446232819,9,TRUE,4,2009,3,25
2014,615,72.3595591306664,54,0.322423592994548,9.5,-1.46286446232819,9,TRUE,5,2009,3,25
2015,615,82.2076857261744,63,0.670550188502555,10,-1.46286446232819,9,TRUE,6,2009,3,25
2016,615,91.5293679303495,72,0.492232392677648,10.5,-1.46286446232819,9,TRUE,7,2009,3,25
2017,615,100.929003192293,81,0.391867654621491,11,-1.46286446232819,9,TRUE,8,2009,3,25
2018,615,110.136098353369,90,0.0989628156967565,11.5,-1.46286446232819,9,TRUE,9,2009,3,25
2019,615,119.426693421286,99,-0.110442116385736,12,-1.46286446232819,9,TRUE,10,2009,3,25
2020,615,129.428081929419,108,0.390946391747504,12.5,-1.46286446232819,9,TRUE,11,2009,3,25
2021,615,138.909777905919,117,0.372642368247612,13,-1.46286446232819,9,TRUE,12,2009,3,25
2022,615,147.468409460569,126,-0.568726077102533,13.5,-1.46286446232819,9,TRUE,13,2009,3,25
2023,615,157.204993765607,135,-0.332141772064605,14,-1.46286446232819,9,TRUE,14,2009,3,25
2024,615,166.631166115697,144,-0.405969421974566,14.5,-1.46286446232819,9,TRUE,15,2009,3,25
1995,616,8.39987202274134,0,-1.09372619678392,0,-0.506401780474741,9,FALSE,-14,2009,3,25
1996,616,10.4777818969874,0,0.484183677462102,0.5,-0.506401780474741,9,FALSE,-13,2009,3,25
1997,616,9.69620072846322,0,-0.797397491062041,1,-0.506401780474741,9,FALSE,-12,2009,3,25
1998,616,11.1413820608937,0,0.147783841368454,1.5,-0.506401780474741,9,FALSE,-11,2009,3,25
1999,616,11.9550089188563,0,0.461410699330995,2,-0.506401780474741,9,FALSE,-10,2009,3,25
2000,616,12.0258087348888,0,0.0322105153635143,2.5,-0.506401780474741,9,FALSE,-9,2009,3,25
2001,616,12.9366927952697,0,0.443094575744402,3,-0.506401780474741,9,FALSE,-8,2009,3,25
2002,616,13.5362726512397,0,0.542674431714487,3.5,-0.506401780474741,9,FALSE,-7,2009,3,25
2003,616,14.9896995528566,0,1.49610133333133,4,-0.506401780474741,9,FALSE,-6,2009,3,25
2004,616,14.5516400565981,0,0.558041837072881,4.5,-0.506401780474741,9,FALSE,-5,2009,3,25
2005,616,14.6301450589095,0,0.136546839384192,5,-0.506401780474741,9,FALSE,-4,2009,3,25
2006,616,14.9195600200428,0,-0.0740381994824184,5.5,-0.506401780474741,9,FALSE,-3,2009,3,25
2007,616,15.1397196899954,0,-0.353878529529866,6,-0.506401780474741,9,FALSE,-2,2009,3,25
2008,616,16.3183309258802,0,0.32473270635492,6.5,-0.506401780474741,9,FALSE,-1,2009,3,25
2009,616,25.5455542274572,9,0.051956007931951,7,-0.506401780474741,9,TRUE,0,2009,3,25
2010,616,34.4936587417454,18,-0.499939477779903,7.5,-0.506401780474741,9,TRUE,1,2009,3,25
2011,616,44.29312789403,27,-0.200470325495224,8,-0.506401780474741,9,TRUE,2,2009,3,25
2012,616,55.0408748295807,36,1.04727661005543,8.5,-0.506401780474741,9,TRUE,3,2009,3,25
2013,616,63.9199002500178,45,0.426302030492571,9,-0.506401780474741,9,TRUE,4,2009,3,25
2014,616,73.3302232560515,54,0.336625036526264,9.5,-0.506401780474741,9,TRUE,5,2009,3,25
2015,616,82.5731465695272,63,0.079548350001896,10,-0.506401780474741,9,TRUE,6,2009,3,25
2016,616,92.0110614099006,72,0.0174631903753444,10.5,-0.506401780474741,9,TRUE,7,2009,3,25
2017,616,101.864178383827,81,0.370580164301561,11,-0.506401780474741,9,TRUE,8,2009,3,25
2018,616,111.375730307403,90,0.382132087878009,11.5,-0.506401780474741,9,TRUE,9,2009,3,25
2019,616,120.38638675365,99,-0.107211465875371,12,-0.506401780474741,9,TRUE,10,2009,3,25
2020,616,130.234765741569,108,0.241167522043572,12.5,-0.506401780474741,9,TRUE,11,2009,3,25
2021,616,140.51652343909,117,1.02292521956502,13,-0.506401780474741,9,TRUE,12,2009,3,25
2022,616,149.149399789741,126,0.155801570215737,13.5,-0.506401780474741,9,TRUE,13,2009,3,25
2023,616,158.277677470193,135,-0.215920749332467,14,-0.506401780474741,9,TRUE,14,2009,3,25
2024,616,168.195546358003,144,0.20194813847804,14.5,-0.506401780474741,9,TRUE,15,2009,3,25
1995,617,11.5724421817652,0,0.0327789444276258,0,1.53966323733755,9,FALSE,-14,2009,3,25
1996,617,11.3136841605535,0,-0.725979076783999,0.5,1.53966323733755,9,FALSE,-13,2009,3,25
1997,617,12.2698074034653,0,-0.269855833872279,1,1.53966323733755,9,FALSE,-12,2009,3,25
1998,617,13.4428992602555,0,0.403236022917969,1.5,1.53966323733755,9,FALSE,-11,2009,3,25
1999,617,13.6717495362806,0,0.13208629894304,2,1.53966323733755,9,FALSE,-10,2009,3,25
2000,617,13.5042408086769,0,-0.535422428660621,2.5,1.53966323733755,9,FALSE,-9,2009,3,25
2001,617,13.96395574741,0,-0.575707489927513,3,1.53966323733755,9,FALSE,-8,2009,3,25
2002,617,14.4443109795037,0,-0.595352257833802,3.5,1.53966323733755,9,FALSE,-7,2009,3,25
2003,617,16.0016426469298,0,0.461979409592265,4,1.53966323733755,9,FALSE,-6,2009,3,25
2004,617,15.2140855687319,0,-0.825577668605664,4.5,1.53966323733755,9,FALSE,-5,2009,3,25
2005,617,16.5162250592793,0,-0.0234381780582466,5,1.53966323733755,9,FALSE,-4,2009,3,25
2006,617,17.1963515616467,0,0.156688324309115,5.5,1.53966323733755,9,FALSE,-3,2009,3,25
2007,617,17.3779573710678,0,-0.161705866269768,6,1.53966323733755,9,FALSE,-2,2009,3,25
2008,617,18.0535218330578,0,0.0138585957202963,6.5,1.53966323733755,9,FALSE,-1,2009,3,25
